"","YEAR","GEOID","A","B","C"
"11630",2020,"220170241093",1569.63088289394,1283.72068167025,1858.1031343163
"11631",2020,"220170242011",2245.88884351513,1679.7023040111,2818.88101384435
"11632",2020,"220170242012",2687.82752381007,2453.85426803124,2923.80543372324
"11633",2020,"220170242021",1674.26770512421,1220.92137792397,2132.68309253194
"11634",2020,"220170242022",3958.48945169616,3542.46442576531,4378.12829909099
"11635",2020,"220170242023",2626.84078019582,2353.11132700943,2902.74057958142
"11636",2020,"220170242031",1499.15682451839,1273.60380775046,1726.48116014513
"11637",2020,"220170242032",1590.56215822358,1351.56083085971,1830.89432955676
"11638",2020,"220170242033",3196.09159974542,2806.80096417634,3600.77815852221
"11639",2020,"220170243011",841.870438751351,639.604801479109,1046.72142178734
"11640",2020,"220170243012",2404.53105472364,2113.04613300111,2697.88576112022
"11641",2020,"220170243013",1840.66614510751,1618.84114077709,2065.4039040065
"11642",2020,"220170243014",2595.30385793554,2050.64023955009,3149.44613985645
"11643",2020,"220170243031",3685.86231330822,3326.64875730883,4048.11595335904
"11644",2020,"220170243032",527.456470029097,380.212918570058,676.159306410497
"11645",2020,"220170243033",1526.86499407963,1263.58879274257,1793.13524732527
"11646",2020,"220170243034",1560.77493234515,1216.49691287817,1907.2931850295
"11647",2020,"220170243041",3852.77235259417,3455.91111942716,4266.94413229831
"11648",2020,"220170243042",1777.59964607446,1544.05405114123,2012.97332101725
"11649",2020,"220170244001",1792.86338804846,1552.00960371969,2035.3727790113
"11650",2020,"220170244002",2793.14810422309,2252.91641110279,3338.75759813396
"11651",2020,"220170244003",1565.32825476666,1359.61531412945,1772.77124280331
"11652",2020,"220170245031",1765.05005705035,1500.23678162805,2032.1107267155
"11653",2020,"220170245032",2211.27317161774,1868.37694870245,2559.39842885456
"11654",2020,"220170245033",1140.45100216566,807.592519440508,1476.89864327893
"11655",2020,"220170245041",2924.70011615347,2489.55216035052,3362.46690952519
"11656",2020,"220170245042",827.864535528058,631.815937387914,1027.13467829643
"11657",2020,"220170245043",2878.38833046447,2585.71360757661,3174.30739484633
"11658",2020,"220170246011",3648.38693328503,2673.21140485896,4636.94122596093
"11659",2020,"220170246012",1501.67343437305,1153.24834679009,1854.50683237246
"11660",2020,"220170246013",518.161240434624,409.504758158629,628.96177002332
"11661",2020,"220170246021",700.132109063786,589.093447208576,813.673672916701
"11662",2020,"220170246022",1495.70092670006,1156.87044574465,1838.86679173605
"11663",2020,"220170246023",424.758128819873,322.683839423471,528.018203554539
"11664",2020,"220170246024",441.563655251432,350.388070517686,535.77340403956
"11665",2020,"220170246025",3903.94925373726,3275.10388558685,4536.2122056612
"11666",2020,"220170247001",1027.64535686594,871.2140163306,1190.32502460569
"11667",2020,"220170247002",1073.07578071419,890.1246282209,1258.01608075155
"11668",2020,"220170248001",957.676214264762,757.63577748795,1158.57161583799
"11669",2020,"220170249001",740.983074970246,609.736163778444,880.863173507468
"11670",2020,"220170249002",1611.63394621471,1316.81793289795,1909.55076307807
"11671",2020,"220170249003",808.681692398747,573.726885058909,1047.62630754396
"11672",2020,"220170250001",885.684159010013,696.692299196574,1082.71044277409
"11673",2020,"220170250002",593.07238695457,465.313423438783,722.387923468642
"11674",2020,"220170250003",1127.30313225549,908.07669372229,1348.58543810954
"11675",2020,"220170250004",1019.67113837736,824.287730005165,1216.77495085616
"11676",2020,"220170251001",731.554696412889,518.106650712657,947.322681289428
"11677",2020,"220170251002",756.379992956176,517.644020800899,996.895046734005
"11678",2020,"220170251003",412.134659381787,281.482896687103,544.11225826829
"11679",2020,"220170252001",118.981357867751,52.7739598655344,196.012913370051
"11680",2020,"220170252002",870.269057309118,645.070774056666,1100.35748172322
"11681",2020,"220170253001",834.553067415119,658.269728398986,1019.15044791768
"11682",2020,"220170253002",709.546925951886,475.542212053509,976.40104892537
"11683",2020,"220170254051",3455.31174815668,3152.06301692314,3760.27056075981
"11684",2020,"220170254052",1854.97561210432,1462.97074648627,2258.15147077648
"11685",2020,"220170254061",3669.90485563964,3368.98133246035,3972.43350783537
"11686",2020,"220170254062",1297.27447102473,1052.12961261378,1547.96095569307
"11687",2020,"220179800001",3.955,0,10.7226472671551
"11688",2020,"220190001001",1153.39267639343,919.655791763978,1393.97579753025
"11689",2020,"220190001002",813.806348524734,580.496474856146,1125.67387637053
"11690",2020,"220190002001",1147.39107689265,963.605682819972,1337.84602469546
"11691",2020,"220190003001",463.752585891783,359.964428453898,568.785400925701
"11692",2020,"220190003002",1020.9276213777,847.672120119245,1198.81983022415
"11693",2020,"220190004001",610.195080330573,472.536953740842,753.050783747948
"11694",2020,"220190004002",646.649907928179,545.307859873837,751.290908065288
"11695",2020,"220190005001",1145.57407039406,850.427765516269,1462.19690815167
"11696",2020,"220190005002",906.902762754418,645.411309006284,1176.23168455455
"11697",2020,"220190005003",739.810403897713,537.920364641242,946.427111161187
"11698",2020,"220190005004",597.159115238145,428.617603548231,770.216052117481
"11699",2020,"220190006001",770.965176000555,622.739862459895,920.556382152228
"11700",2020,"220190006002",857.738138852385,711.42471781185,1005.74033162344
"11701",2020,"220190006003",1018.59864555625,788.738441399304,1251.33190249997
"11702",2020,"220190006004",1346.89643578951,1126.12030965163,1569.86181494783
"11703",2020,"220190006005",771.678412048461,623.104038743605,922.592663021251
"11704",2020,"220190006006",1310.86530760891,1087.0395226252,1537.73427095903
"11705",2020,"220190006007",950.879049538322,756.809109495632,1162.83762512102
"11706",2020,"220190007001",527.656915740438,178.323262576693,882.153075454792
"11707",2020,"220190007002",1421.52698712622,1142.75552949308,1702.54262152444
"11708",2020,"220190007003",2298.69639229956,1751.88019933018,2858.01767258709
"11709",2020,"220190007004",1326.03143727214,1025.27130153943,1629.50186557171
"11710",2020,"220190008001",1140.26713962328,952.638806900039,1329.58270994198
"11711",2020,"220190008002",835.217742845101,688.247899757228,985.708923578787
"11712",2020,"220190008003",626.430085427789,457.536637583794,797.644870825227
"11713",2020,"220190008004",987.328348363126,845.374075708914,1130.13887259036
"11714",2020,"220190009001",1963.23830944328,1712.29668498726,2216.70656929774
"11715",2020,"220190009002",846.041187980865,678.161995408986,1016.08300642347
"11716",2020,"220190009003",913.262271834628,694.555448755661,1140.34702765417
"11717",2020,"220190009004",1273.43642792397,1021.21672932415,1528.32258595152
"11718",2020,"220190010001",1335.25718847942,960.787501920244,1740.00550397557
"11719",2020,"220190010002",1584.53344405305,1376.39532122415,1800.12024842754
"11720",2020,"220190010003",847.291060360101,692.79778678711,1007.71041936224
"11721",2020,"220190011001",1086.34040205295,883.122689777816,1290.70804861356
"11722",2020,"220190011002",1787.03633471831,1348.70939001434,2229.34066409685
"11723",2020,"220190011003",2010.9851094978,1698.87494159479,2331.75907669822
"11724",2020,"220190012011",1675.39439094933,1126.07705316341,2231.83898392059
"11725",2020,"220190012012",1440.98406380119,1270.3551547754,1612.84588982988
"11726",2020,"220190012013",1929.06767469914,1556.52898708158,2304.90801991979
"11727",2020,"220190012021",1003.35701023322,813.329916545986,1196.25205635101
"11728",2020,"220190012022",2584.52044012426,1882.04046189448,3296.36894444743
"11729",2020,"220190013001",2585.8938062223,2218.43281061468,2956.60525047492
"11730",2020,"220190013002",1008.52516687229,800.544938739607,1222.36010250237
"11731",2020,"220190013003",1271.93133444743,1125.21524742952,1419.59405785828
"11732",2020,"220190013004",940.389521319293,703.891794540707,1188.58357582471
"11733",2020,"220190013005",671.707871523498,535.212427184709,819.902833219956
"11734",2020,"220190014001",445.006710382881,358.820494050257,539.458878981375
"11735",2020,"220190014002",639.414297545233,485.469756169243,796.741286094302
"11736",2020,"220190014003",442.036027218212,371.789816395471,516.419160226875
"11737",2020,"220190014004",2410.47525889492,1779.12119278303,3050.92625522461
"11738",2020,"220190014005",503.330190595697,417.424456875453,589.648864148561
"11739",2020,"220190014006",663.460616990735,542.512247201774,786.712168052825
"11740",2020,"220190014007",421.653736727658,334.376963107528,517.209866574268
"11741",2020,"220190015001",1206.43427600908,958.170245062033,1463.12594866088
"11742",2020,"220190015002",870.876843077813,497.206452650999,1290.77896926901
"11743",2020,"220190016001",1144.64824294643,803.478092308613,1524.74472812213
"11744",2020,"220190016002",1499.13574739027,1240.00495680023,1761.99536604811
"11745",2020,"220190016003",1797.63085448422,1309.01683067759,2305.82540615055
"11746",2020,"220190016004",1271.14143225163,975.807068748221,1569.4917058242
"11747",2020,"220190017001",3542.97412458315,3018.33694105686,4072.20239519402
"11748",2020,"220190017002",1849.10289079464,1593.17252308297,2107.34956611777
"11749",2020,"220190017003",2237.55382530762,1531.00018738141,2958.81091230291
"11750",2020,"220190017004",2663.40534883257,2318.77170402164,3010.87306434445
"11751",2020,"220190018011",2193.09498462435,1863.45698676386,2532.69127421654
"11752",2020,"220190018012",2130.20680373601,1880.2593652819,2383.32552060045
"11753",2020,"220190018013",3214.29364676442,2542.80558249008,3892.72249392032
"11754",2020,"220190018014",2709.65060371047,2102.97041500884,3322.47188657753
"11755",2020,"220190018015",2487.06541047359,1909.15909830284,3073.82762965385
"11756",2020,"220190019011",1190.23279266345,1021.13553345093,1362.46724199979
"11757",2020,"220190019012",1738.34699627593,1473.72948026967,2004.10785649269
"11758",2020,"220190019031",3240.21167560413,2741.13881012279,3744.68073509479
"11759",2020,"220190019032",1434.68560981488,1234.09293264506,1637.46646275709
"11760",2020,"220190019033",2515.88110518679,2323.54735567833,2709.42891038155
"11761",2020,"220190019041",1179.33174333156,1015.33982660866,1344.90850096247
"11762",2020,"220190019042",1799.2799454462,1471.62713981175,2130.29976112082
"11763",2020,"220190019043",3450.9555535863,2912.92450844765,3993.95194407098
"11764",2020,"220190020001",2500.21732792152,2014.69128360707,2991.17729499606
"11765",2020,"220190020002",3591.22049526846,3225.48789427832,3959.61311867248
"11766",2020,"220190020003",1915.87232606955,1648.70578687949,2190.26656248349
"11767",2020,"220190020004",2777.47403611499,2262.15801295189,3298.99159441603
"11768",2020,"220190021001",1461.45336244902,1254.99204929609,1671.36936359872
"11769",2020,"220190021002",1781.03375659482,1422.994134967,2143.15502386108
"11770",2020,"220190022011",1857.60211036558,1463.54975257018,2260.89020479985
"11771",2020,"220190022012",3093.87690417096,2449.48048634939,3744.91135726473
"11772",2020,"220190022013",4646.21766283815,4238.94891609517,5057.09304700288
"11773",2020,"220190022031",2747.16262482618,2216.52095160092,3283.65409176509
"11774",2020,"220190022032",3153.72867503033,2818.37641948352,3492.26763966814
"11775",2020,"220190022033",2009.7771805267,1650.57775701597,2372.31623400201
"11776",2020,"220190022041",1605.03717927004,1378.23469934163,1833.78335288219
"11777",2020,"220190022042",1980.28599070779,1712.0529896597,2257.03762910472
"11778",2020,"220190022043",1737.85650925435,1398.8974326719,2079.44482180303
"11779",2020,"220190023001",3179.89457642465,2903.10562333554,3458.77995406142
"11780",2020,"220190024001",1169.16382042533,955.070474486933,1384.81835872249
"11781",2020,"220190024002",1246.97994268399,1106.82456453017,1391.12124291632
"11782",2020,"220190024003",1020.01456779453,842.200053365835,1201.42793673809
"11783",2020,"220190024004",617.564232080934,495.375030852556,743.218923000736
"11784",2020,"220190024005",803.053534517048,625.504116416537,987.425038897174
"11785",2020,"220190024006",849.067562034628,628.559864586364,1088.34625876173
"11786",2020,"220190025001",1763.99529090806,1511.51935522177,2019.03573162937
"11787",2020,"220190025002",2144.84324436937,1925.0927643965,2366.55495833525
"11788",2020,"220190026001",1269.11325178431,1108.3317253257,1433.13361875956
"11789",2020,"220190026002",1402.77956575647,1156.24151864134,1652.54171232805
"11790",2020,"220190026003",1029.78338180543,822.261358052641,1239.00307007662
"11791",2020,"220190026004",782.136800613338,637.732379613097,929.471269012399
"11792",2020,"220190027001",2660.14035639239,2342.0821847443,2981.94678223295
"11793",2020,"220190027002",1178.70063630903,891.60551415904,1468.36765567784
"11794",2020,"220190027003",2205.72277764378,1944.1269619451,2560.73602907875
"11795",2020,"220190027004",3391.50537209596,3016.94188257258,3769.08767621369
"11796",2020,"220190028001",1818.69196585364,1586.57552515905,2053.49752911292
"11797",2020,"220190028002",720.156759985824,584.015463623043,862.107129032113
"11798",2020,"220190028003",1041.9232266108,824.454011455307,1268.83602283443
"11799",2020,"220190028004",807.465721877582,660.868761324011,955.636144248997
"11800",2020,"220190029001",972.252035584235,655.239167534006,1299.70555666377
"11801",2020,"220190029002",1046.24279686805,873.533499098416,1220.85558163056
"11802",2020,"220190030001",846.899304041045,571.442099855824,1125.64514297421
"11803",2020,"220190030002",1298.50415151501,1111.96232070697,1487.16606162935
"11804",2020,"220190030003",1353.01998039307,1133.33161174646,1574.79575329093
"11805",2020,"220190030004",1143.51703220454,993.366730970995,1298.12910266183
"11806",2020,"220190031011",1980.54393703859,1700.20068302455,2266.4332999937
"11807",2020,"220190031012",1098.23875996892,928.316530162028,1270.78732014224
"11808",2020,"220190031013",2202.14737326818,1900.69488871537,2525.28932344218
"11809",2020,"220190031021",1682.08229982474,1437.25349360829,1932.75770995712
"11810",2020,"220190031022",1002.17547876795,821.970081998711,1183.69207845178
"11811",2020,"220190032001",2087.33100863377,1766.27923138527,2411.30620407924
"11812",2020,"220190033001",2560.09574240797,2144.31808423224,2982.76592050973
"11813",2020,"220190033002",2102.4265411152,1809.99517595124,2397.79492423181
"11814",2020,"220190033003",759.575425919417,630.939522801181,895.74072756544
"11815",2020,"220190034001",1015.28105436861,869.116273192091,1164.76596095464
"11816",2020,"220190034002",4724.42710675468,4396.80464219362,5054.21596502503
"11817",2020,"220190035001",614.180040558165,472.092987046373,757.955411525041
"11818",2020,"220190035002",828.71938434113,585.792670840979,1074.36345617748
"11819",2020,"220190035003",832.421978851666,685.321184503587,981.06658041389
"11820",2020,"220190035004",1355.42370895682,1125.13449854346,1587.27723097329
"11821",2020,"220190036001",1112.00162436426,961.599784049378,1265.17426956783
"11822",2020,"220190036002",1256.71092375282,1077.16625484327,1438.32056187963
"11823",2020,"220190036003",1579.49366074178,1309.42149039887,1855.70365747979
"11824",2020,"220199800001",0.62,0,1.75693661961001
"11825",2020,"220199801001",0.49,0,1.54455032906994
"11826",2020,"220210001001",856.88175499534,726.798000019252,989.311486521265
"11827",2020,"220210001002",626.0508057348,414.457951918043,859.741118078616
"11828",2020,"220210001003",993.690315040653,872.670454787711,1119.35607280667
"11829",2020,"220210002001",623.967589713247,474.160289662151,778.31927859818
"11830",2020,"220210002002",1239.56193498965,1017.42173121661,1464.79678343024
"11831",2020,"220210002003",1155.46448738086,947.519258599278,1364.94068486012
"11832",2020,"220210003001",1740.90687396474,1294.97570639348,2215.43673413576
"11833",2020,"220210003002",1035.03536484866,891.524449045001,1181.60166216739
"11834",2020,"220210003003",1938.87856838436,1692.09952214628,2187.25440488724
"11835",2020,"220239701001",202.644856594074,86.293736507548,321.6572726785
"11836",2020,"220239701002",2656.43144844639,2388.0582745865,2928.07925378832
"11837",2020,"220239701003",200.753360169708,118.447138046857,283.729868114989
"11838",2020,"220239701004",335.522783148627,234.629982819019,437.233097785284
"11839",2020,"220239701005",2067.9557753662,1743.98891701004,2396.04191885113
"11840",2020,"220239702011",1044.86586660542,840.84388647925,1268.02471599991
"11841",2020,"220239702012",204.67780790929,78.2728836407231,332.162641923471
"11842",2020,"220239702013",227.624947438956,62.8142633978191,395.440751799972
"11843",2020,"220239900000",0,0,0
"11844",2020,"220250001001",791.576898004955,620.260683362231,965.000643896237
"11845",2020,"220250001002",1692.69113013595,1436.55649384092,1982.59074697717
"11846",2020,"220250001003",1109.44679558592,922.375789585952,1304.4979593848
"11847",2020,"220250001004",1218.30037192237,1014.06554358987,1424.21959493456
"11848",2020,"220250002001",1507.96608986953,1179.36499378868,1839.39997015424
"11849",2020,"220250002002",1005.72125777702,803.701001810326,1208.7485099116
"11850",2020,"220250003001",769.044827875255,613.008005550451,927.384884302496
"11851",2020,"220250003002",2042.75735606951,1766.51608001623,2320.93019327985
"11852",2020,"220279501001",1152.78061807597,937.819371480227,1369.84079335828
"11853",2020,"220279501002",851.304544055129,671.277472119352,1038.4296941039
"11854",2020,"220279501003",1375.76620138173,1058.659933092,1712.99088053361
"11855",2020,"220279502001",605.588368180342,462.075865242643,751.442336633971
"11856",2020,"220279502002",544.602887907533,398.961191216034,691.663073378051
"11857",2020,"220279502003",4313.42384417831,2895.3195193956,5735.77916889047
"11858",2020,"220279503001",986.930004869376,812.06507999087,1165.44472383818
"11859",2020,"220279503002",798.020691878972,690.907706516497,907.640699493241
"11860",2020,"220279503003",662.925688970002,518.707904414795,808.086163166713
"11861",2020,"220279504001",809.742246616348,667.276956180546,953.808502517989
"11862",2020,"220279504002",1236.30001986447,1040.19483554274,1445.59490999178
"11863",2020,"220279504003",629.002858242812,500.780327757408,760.128961605478
"11864",2020,"220279504004",613.42342774075,491.450323988259,736.149425108715
"11865",2020,"220279505001",1102.9347750818,943.662171250095,1263.01121833422
"11866",2020,"220279505002",830.338466733626,667.27953080068,994.788708107643
"11867",2020,"220279505003",1049.76858449882,808.79288526076,1294.36467666192
"11868",2020,"220290001001",626.092258226984,435.902126732919,820.386345402925
"11869",2020,"220290001002",880.828828889949,697.248269686212,1065.49803924519
"11870",2020,"220290001003",875.002718766412,687.913420745925,1068.74400363463
"11871",2020,"220290002001",1132.64214908578,803.994828015011,1464.96229435884
"11872",2020,"220290002002",904.962620442858,735.331714468508,1084.53524137628
"11873",2020,"220290002003",1017.05114175879,799.986887032358,1235.34195057174
"11874",2020,"220290002004",971.370463831847,801.105938855326,1157.76694402262
"11875",2020,"220290002005",1624.70073001213,1320.78263230535,1932.3565679422
"11876",2020,"220290003001",2128.77890095779,1761.10894702707,2500.88790366638
"11877",2020,"220290003002",2325.71923618128,2017.73838540445,2635.64961746436
"11878",2020,"220290004001",1368.41511760794,1177.46946411276,1574.9527811225
"11879",2020,"220290004002",477.068542646542,333.714755123236,621.916798670264
"11880",2020,"220290004003",611.080544857992,459.61392078439,764.958494519823
"11881",2020,"220290004004",1124.79214062412,911.470672768651,1356.80720492403
"11882",2020,"220290004005",674.044077643975,520.775124257689,831.318677644194
"11883",2020,"220290005001",957.571179118411,793.043750049083,1124.80909119136
"11884",2020,"220290005002",756.808020065747,629.960956675688,885.865446293573
"11885",2020,"220290005003",2580.77299441948,2055.87640032005,3173.29988559993
"11886",2020,"220319501001",3841.432698496,3490.19870514111,4194.70789199334
"11887",2020,"220319501002",2411.11033352673,2130.61959849007,2714.69428648933
"11888",2020,"220319501003",4192.5119578671,3850.02292003816,4539.58421733206
"11889",2020,"220319502001",643.160874399863,460.596490130455,830.55266377888
"11890",2020,"220319502002",637.944622953576,476.380148513971,801.509149362197
"11891",2020,"220319502003",785.286346069488,648.350600998959,924.677166090697
"11892",2020,"220319502004",824.157430347376,635.71627305278,1014.33943119633
"11893",2020,"220319502005",1505.85149920399,1255.88127520014,1757.3000364637
"11894",2020,"220319503001",1303.17427076503,1090.81211956137,1516.83975073253
"11895",2020,"220319503002",1541.09140737575,1165.76850221412,1919.81425822873
"11896",2020,"220319504001",625.700151476715,461.319352422517,806.334839440475
"11897",2020,"220319504002",1145.13224368638,892.29762296067,1399.49964133062
"11898",2020,"220319504003",1675.53889930436,1332.46493561088,2021.51257250057
"11899",2020,"220319505001",618.535657837925,470.589087038722,767.432701145745
"11900",2020,"220319505002",791.568848508696,588.810404282597,1003.80313671161
"11901",2020,"220319505003",505.157367012991,401.804064545154,610.520009368559
"11902",2020,"220319506001",852.129251708484,686.901737107247,1019.20519278629
"11903",2020,"220319506002",1406.03827804601,1201.35973414288,1612.60520189588
"11904",2020,"220319506003",328.759175789193,224.500279762531,468.452004615412
"11905",2020,"220319507001",757.187454518252,561.092933288272,955.161315356686
"11906",2020,"220319507002",840.782380493065,618.357751717358,1065.63074851771
"11907",2020,"220319507003",1108.57947802124,917.616048035098,1310.41181857681
"11908",2020,"220330001001",1645.22418686626,1425.63470974464,1866.81865502554
"11909",2020,"220330002001",1550.55054906792,1209.44654343999,1897.93119229382
"11910",2020,"220330002002",1698.67426623767,1147.71836606982,2256.80289691203
"11911",2020,"220330002003",1233.69258358917,1075.72134881083,1393.38757547469
"11912",2020,"220330002004",1269.3233429755,1022.40519140865,1520.4756810482
"11913",2020,"220330002005",1366.33735571091,1061.31763657321,1683.48976998992
"11914",2020,"220330002006",1467.85145769053,1181.09188901598,1758.56106523953
"11915",2020,"220330003001",1564.94104165743,1343.09529610741,1789.62264346357
"11916",2020,"220330004001",1652.74688807296,1164.55681971635,2146.36985793695
"11917",2020,"220330004002",1141.5062735277,801.397163170362,1485.53356121885
"11918",2020,"220330004003",937.747942231646,684.367159524704,1194.28598700232
"11919",2020,"220330005001",1535.19580358797,1206.81593941878,1868.62903669224
"11920",2020,"220330005002",971.073594209033,796.555945257743,1147.46172305824
"11921",2020,"220330005003",1226.62578375367,1064.42963996144,1390.93942908698
"11922",2020,"220330006011",1409.86152206344,1190.821403165,1631.68171929909
"11923",2020,"220330006012",1435.66165159843,1184.92238560809,1692.59172614481
"11924",2020,"220330006013",1249.48101536819,1028.18054689153,1476.24815310194
"11925",2020,"220330006021",867.398416250386,735.053973393783,1004.26009498144
"11926",2020,"220330006022",820.167492021276,691.2375313425,950.663135463005
"11927",2020,"220330006023",541.988475906573,360.036696248606,749.423451608116
"11928",2020,"220330006024",957.987377714648,822.982248649868,1094.34712786834
"11929",2020,"220330006025",745.737703362182,649.657325475916,843.996527289859
"11930",2020,"220330007011",1864.20551756868,1679.86813342817,2050.80414666701
"11931",2020,"220330007012",1053.73698123669,775.756550446833,1334.98931585063
"11932",2020,"220330007021",1729.74802695475,1379.43512794599,2084.97275643149
"11933",2020,"220330007022",1278.71611917626,1086.91883370765,1472.36728406048
"11934",2020,"220330007023",925.080224324558,751.276588714094,1101.18951008545
"11935",2020,"220330009001",689.089309644348,549.941077236163,829.98818416338
"11936",2020,"220330009002",654.688323393584,521.37469804927,793.062273581386
"11937",2020,"220330009003",1087.23807489098,865.926316981364,1318.84710502796
"11938",2020,"220330009004",505.21101537283,398.251985289195,619.08885465748
"11939",2020,"220330009005",929.282779784427,812.605677147371,1047.69594369198
"11940",2020,"220330010001",679.235289354134,555.136035677337,806.154816994115
"11941",2020,"220330010002",575.861528450745,498.094002944918,656.130503750401
"11942",2020,"220330010003",392.80310977248,308.042515279985,479.060272774009
"11943",2020,"220330010004",414.777496314579,332.013435460602,499.928403992099
"11944",2020,"220330010005",998.918066522013,799.866714240374,1199.54910575243
"11945",2020,"220330011021",1577.73307381985,1352.60878960744,1805.97182697595
"11946",2020,"220330011022",2488.4540429017,2117.63477905766,2861.16980932231
"11947",2020,"220330011031",995.845461901576,848.4298841036,1156.47089789965
"11948",2020,"220330011032",2756.11664053988,2218.93213817762,3299.73341031285
"11949",2020,"220330011041",2217.3339387375,1887.69973828867,2551.5245392481
"11950",2020,"220330011042",1505.10292956,1260.53886697856,1759.84478049791
"11951",2020,"220330011043",1335.52216964306,788.966373767272,1913.56876125381
"11952",2020,"220330016001",838.362593743545,663.243194719298,1024.47750356958
"11953",2020,"220330016002",1072.54408361522,833.835581416181,1316.63922542872
"11954",2020,"220330016003",814.184958604436,620.999136023128,1020.81730472421
"11955",2020,"220330016004",959.640693249762,747.734346138685,1190.45744325422
"11956",2020,"220330017001",1630.04781776448,1469.58273250923,1793.61860829858
"11957",2020,"220330017002",1810.72333101841,1499.63500509888,2145.92275975121
"11958",2020,"220330017003",1017.31378311556,795.065380339473,1314.55020458011
"11959",2020,"220330017004",1252.40024198383,1053.42376922224,1468.82954303419
"11960",2020,"220330018001",975.409490104993,818.936222757037,1133.47012953924
"11961",2020,"220330018002",1835.85489353772,1452.53765853891,2222.70032252014
"11962",2020,"220330019001",973.580017922018,856.508798485181,1092.92288811607
"11963",2020,"220330019002",527.116531352095,426.790952003881,630.761501102916
"11964",2020,"220330019003",1125.88450753221,821.576680183876,1451.64155193537
"11965",2020,"220330020001",1719.09201733128,1517.8009807508,1921.7517193167
"11966",2020,"220330020002",1811.07713651618,1506.62597765303,2119.38051169301
"11967",2020,"220330022001",697.585847306366,532.409884007731,875.632876198557
"11968",2020,"220330022002",568.661595901908,482.647118486329,661.621430817238
"11969",2020,"220330023001",810.542484244251,610.885434927386,1017.09473741056
"11970",2020,"220330023002",802.268940051351,644.923010655261,988.041271678799
"11971",2020,"220330023003",1321.591570148,1078.19629424034,1587.37869183671
"11972",2020,"220330024001",1591.16092582973,1119.32482627149,2090.16009110586
"11973",2020,"220330024002",1120.09313669916,902.869404132195,1366.69059262334
"11974",2020,"220330025001",589.129336318823,452.910672216434,727.864094383034
"11975",2020,"220330025002",558.102650167645,455.037596512447,664.254147212119
"11976",2020,"220330025003",369.149270324039,287.287969539408,451.500809870733
"11977",2020,"220330025004",2389.32001770891,1644.9439529694,3176.77355373904
"11978",2020,"220330026011",1584.1101873295,1346.80387816164,1834.27133898624
"11979",2020,"220330026012",2453.16113812114,2051.09002989657,2871.19535157284
"11980",2020,"220330026021",663.794958196282,459.301090654104,876.98009875411
"11981",2020,"220330026022",1881.67596477331,1508.68255531808,2267.39161161344
"11982",2020,"220330026023",2058.21973219379,1674.19163328266,2447.21294453594
"11983",2020,"220330027001",734.126563362545,453.232860538292,1017.63205996356
"11984",2020,"220330027002",670.786343456607,526.455811029533,842.592483475382
"11985",2020,"220330028011",2466.46357289182,1614.60224197265,3364.61884567363
"11986",2020,"220330028012",1907.43795305468,1387.26708480429,2462.64594531902
"11987",2020,"220330028021",2594.45894581163,1854.64516981283,3476.74398448425
"11988",2020,"220330028022",2921.22570650716,2141.13566171507,3906.97412536439
"11989",2020,"220330030001",1024.28138768653,606.241793426976,1724.50914153659
"11990",2020,"220330030002",524.548029564792,407.912176730086,642.910293750956
"11991",2020,"220330030003",3382.84108175212,3080.75274602223,3871.54242168046
"11992",2020,"220330030004",1034.33230839719,814.946636660433,1257.16783566848
"11993",2020,"220330031011",736.398347283974,569.021211465473,909.116762435206
"11994",2020,"220330031012",461.251732127141,352.838406675467,570.462979977269
"11995",2020,"220330031013",636.568501139276,519.077278963681,756.693643172408
"11996",2020,"220330031014",636.002245891159,465.773946959945,810.379657966771
"11997",2020,"220330031015",849.064007049704,720.335682177506,978.882695328798
"11998",2020,"220330031031",3303.22747980238,2728.23952104376,3959.11074191587
"11999",2020,"220330032011",1006.42203632399,890.189220480349,1123.409336641
"12000",2020,"220330032012",2056.56250465435,1867.19883481652,2247.40202566213
"12001",2020,"220330032013",1583.48141927251,1412.65369901392,1756.05854827118
"12002",2020,"220330032021",1298.50547532772,1080.08075757451,1518.80731907716
"12003",2020,"220330032022",2103.6017394659,1912.38039314812,2296.29230080608
"12004",2020,"220330032023",1232.53648289937,1053.71389059777,1412.86966580125
"12005",2020,"220330033001",667.00495725912,555.924679246036,778.926110412887
"12006",2020,"220330033002",877.282188690433,740.948432499684,1016.28446357625
"12007",2020,"220330033003",1295.34633567375,911.607420692813,1696.28626288793
"12008",2020,"220330033004",1282.68289960672,1053.54091999729,1514.11097533897
"12009",2020,"220330033005",1391.70216093954,1062.30586892472,1730.28786254477
"12010",2020,"220330034001",1379.70970785283,1046.98819745878,1735.20820353575
"12011",2020,"220330034002",1772.66325728609,1430.65145026957,2121.43412315912
"12012",2020,"220330034003",1180.64144848408,1001.36136274733,1361.9194159121
"12013",2020,"220330034004",765.249988158817,650.778231876913,880.987237490171
"12014",2020,"220330034005",1324.36243370817,1119.48116132223,1531.37662315556
"12015",2020,"220330035011",1440.66527439724,1210.44172102401,1675.14059074954
"12016",2020,"220330035012",1748.96302529085,1354.49270387319,2148.25721631364
"12017",2020,"220330035041",1195.14104709243,1016.64675637987,1375.5036623474
"12018",2020,"220330035042",827.95537791296,636.093393138476,1021.52379104606
"12019",2020,"220330035043",2152.40021979834,1807.82170087532,2499.80549117188
"12020",2020,"220330035044",2023.57367945476,1657.17002449768,2395.68493460087
