"","YEAR","GEOID","A","B","C"
"20691",2040,"220710017012",179.472624523356,46.6343153686358,470.85705090044
"20692",2040,"220710017013",214.203982068383,103.192684133383,399.81955990448
"20693",2040,"220710017021",429.445860768242,99.1996630367355,1456.28662161192
"20694",2040,"220710017022",512.360397055737,136.957041466447,1338.2194716009
"20695",2040,"220710017023",364.579513421434,89.8362666595926,1011.0758014477
"20696",2040,"220710017024",592.803934796212,202.746361053216,1504.87486382556
"20697",2040,"220710017201",865.617917382894,64.026014436346,2478.66545787442
"20698",2040,"220710017202",780.699307807945,295.688735062525,1342.84061711346
"20699",2040,"220710017203",669.470087666762,266.890911382024,1412.60764561014
"20700",2040,"220710017204",883.749400378864,133.849940369401,2986.49775835573
"20701",2040,"220710017221",233.210378576583,120.425035816191,405.599319325427
"20702",2040,"220710017222",183.221550793689,100.014449324072,304.88587930005
"20703",2040,"220710017223",814.629328841624,228.838146706642,2061.32190698692
"20704",2040,"220710017224",206.644677905917,74.7101869081319,458.698365419812
"20705",2040,"220710017225",392.911513366757,193.112081317402,762.679426534611
"20706",2040,"220710017226",50.6904174500235,5.14163080973625,203.104672539655
"20707",2040,"220710017227",53.5603499358104,7.16279551875412,182.907993651373
"20708",2040,"220710017231",1650.10175259301,224.384214018635,3557.26921086194
"20709",2040,"220710017232",2993.90567516172,694.202013082653,5829.38247218001
"20710",2040,"220710017233",1294.25847182218,56.8623552764176,3180.35001943477
"20711",2040,"220710017234",1689.24089655505,509.447830994519,3042.16910736451
"20712",2040,"220710017241",1099.04811683341,360.333096677175,1946.6140330547
"20713",2040,"220710017242",2140.42603162206,735.579616620268,3702.22995208405
"20714",2040,"220710017243",1966.95740996277,430.680862321502,3984.00513581654
"20715",2040,"220710017244",1755.22478134227,380.35166744993,3503.96023798278
"20716",2040,"220710017251",2304.73576122132,719.734785360006,4320.03688457013
"20717",2040,"220710017252",1781.49795060065,179.475462001404,4450.02505811632
"20718",2040,"220710017253",1917.55795533178,280.903786041751,4109.69401116753
"20719",2040,"220710017254",2000.48848195447,366.14810069772,4112.10627923688
"20720",2040,"220710017301",1665.33319064548,4.57866454980093,10878.3289790926
"20721",2040,"220710017341",615.139772601314,228.018383155621,1358.17303375407
"20722",2040,"220710017351",668.977354880642,50.0427587286561,2854.84880007756
"20723",2040,"220710017352",558.720184187347,24.6377006047378,2685.35461718365
"20724",2040,"220710017361",103.930449996853,3.72742646625538,578.100180780327
"20725",2040,"220710017362",692.541522210821,96.3408730530842,2344.99512881534
"20726",2040,"220710017371",1115.82775170971,39.6887556460467,6383.31482770212
"20727",2040,"220710017372",1535.32414587279,746.654808742269,2435.10324154172
"20728",2040,"220710017373",1185.90279236951,391.862198617381,2101.3266512747
"20729",2040,"220710017391",687.115924442698,180.44146331263,1759.62435935223
"20730",2040,"220710017392",544.938481970112,1.84098192922614,4414.10535617384
"20731",2040,"220710017401",1069.23853623962,496.522344298065,2095.54841717888
"20732",2040,"220710017402",1196.91100890889,464.647692262608,2652.59885688516
"20733",2040,"220710017403",2054.11394820083,314.778997023842,4769.90494017152
"20734",2040,"220710017411",1420.33880145156,359.132756608839,2860.4237288911
"20735",2040,"220710017431",1914.62243886779,241.162161045156,4079.03928787703
"20736",2040,"220710017432",1012.26787816485,19.8633529281679,5406.7198234763
"20737",2040,"220710017441",2327.18056884327,697.423284078559,4219.87413531073
"20738",2040,"220710017442",1076.74718391838,446.296712202309,2217.79035712984
"20739",2040,"220710017443",1205.55121181964,69.2050635671176,3474.34975260968
"20740",2040,"220710017451",3322.82525000138,797.816268714965,6286.14202056894
"20741",2040,"220710017452",2206.92907939168,1022.76250864307,3573.06297813098
"20742",2040,"220710017461",1364.24617408655,330.736010520538,3022.48039395331
"20743",2040,"220710017462",922.919006445094,350.702162973373,2183.08052436057
"20744",2040,"220710017463",1201.82041515779,329.851066386272,3582.90529164775
"20745",2040,"220710017471",3729.8060744791,2527.45970391059,5027.79108957773
"20746",2040,"220710017472",3023.71180802792,1583.38891490909,4602.81970763622
"20747",2040,"220710017481",1725.65275599724,546.240114718915,3072.85358298742
"20748",2040,"220710017482",1727.3164307346,373.57312514295,3297.90550123794
"20749",2040,"220710017483",2021.88179729202,694.516922911842,3564.7431699896
"20750",2040,"220710017484",1419.03054422509,712.701690170127,2194.83557984803
"20751",2040,"220710017491",1600.5965079097,843.588581125162,2439.20397469076
"20752",2040,"220710017492",672.553769183055,285.165304383033,1424.40231792383
"20753",2040,"220710017501",903.903515376135,222.910230376785,2510.52922733291
"20754",2040,"220710017502",291.483703519405,52.0379990687385,1053.32742634785
"20755",2040,"220710017503",554.988208100839,238.925807913632,1219.44989772048
"20756",2040,"220710017511",553.090453669129,91.7834569295561,2155.94853702772
"20757",2040,"220710018001",1008.24675101146,526.75379679157,1638.53024370729
"20758",2040,"220710018002",955.592100169714,479.085960293709,1537.22979691605
"20759",2040,"220710019001",422.080031366674,46.335315798847,1456.18084639317
"20760",2040,"220710019002",288.766656152122,49.2034069278357,865.603940672784
"20761",2040,"220710019003",331.250240978731,70.0703132000709,808.265223702637
"20762",2040,"220710020001",179.216623533708,42.5537997444988,516.626241960081
"20763",2040,"220710020002",252.100999325686,58.1436979210425,714.823561407382
"20764",2040,"220710020003",201.365261117483,52.6803310769453,524.116954364933
"20765",2040,"220710021001",130.431485425539,39.5985430567512,316.685665401802
"20766",2040,"220710021002",166.494533598943,56.2511648194822,372.648932325895
"20767",2040,"220710022001",99.2184157012942,31.3222794625149,229.35586650602
"20768",2040,"220710022002",170.913734712213,28.8828473861599,572.622697187932
"20769",2040,"220710022003",118.085377758202,10.6447034929071,449.297455200641
"20770",2040,"220710023001",66.771421622058,13.3577197758664,201.796195885954
"20771",2040,"220710023002",55.9264220619989,7.22253049300673,215.715653027206
"20772",2040,"220710023003",69.0442451660211,2.99235880056514,336.987856066699
"20773",2040,"220710023004",45.9045774547921,9.50788247353983,130.223799119593
"20774",2040,"220710023005",523.128346661035,278.693620624114,935.305078799104
"20775",2040,"220710024011",1196.21184170954,139.415290795876,2744.28374449793
"20776",2040,"220710024012",674.787413330469,76.1458719105833,2025.1105059859
"20777",2040,"220710024021",683.671558059154,102.722940506131,1871.18956601341
"20778",2040,"220710024022",934.884169672828,55.8637569613278,2623.10856482612
"20779",2040,"220710024023",1187.25915177719,209.463512275598,2593.08867995394
"20780",2040,"220710024024",1407.52689260638,257.018404127499,2790.2197625309
"20781",2040,"220710025011",688.156267212503,174.364084398638,1579.68408659929
"20782",2040,"220710025012",537.118532585381,54.0558883365759,1357.43947795907
"20783",2040,"220710025013",510.122087845081,92.0451023529543,1203.63102956253
"20784",2040,"220710025014",597.927529211928,73.8892672788611,1309.53039654892
"20785",2040,"220710025021",296.866359119298,84.0477034786405,742.543205078628
"20786",2040,"220710025022",406.651152278013,120.37882477602,1039.1125264998
"20787",2040,"220710025023",190.236595410339,54.3714284494636,497.790809103562
"20788",2040,"220710025024",247.560485514429,98.5083327395712,516.005865611139
"20789",2040,"220710025031",632.906562184574,64.6494908930866,1570.51446636536
"20790",2040,"220710025032",1376.37144416813,764.901127321638,2082.76198236393
"20791",2040,"220710025033",827.780554977097,277.951180560893,1501.86536734047
"20792",2040,"220710025041",680.960070872924,86.2498593892364,1491.13902759243
"20793",2040,"220710025042",1070.66492502591,519.959956597677,1709.14958970561
"20794",2040,"220710025043",645.567584097529,198.616065338584,1259.760204433
"20795",2040,"220710025044",858.915124811545,263.154931595044,1591.20346222433
"20796",2040,"220710026001",1144.33058161657,519.015262645073,2045.47702821317
"20797",2040,"220710026002",1182.96076016124,508.640212665193,1984.94211175746
"20798",2040,"220710027001",235.892834848337,53.1132496773746,728.62168943822
"20799",2040,"220710027002",341.487761105125,118.652540085974,671.503037181534
"20800",2040,"220710027003",256.100428035121,72.5654629420793,576.301887045061
"20801",2040,"220710028001",168.426845532241,46.3403211922526,422.023505750348
"20802",2040,"220710028002",738.730171998859,335.347138725625,1434.92631888613
"20803",2040,"220710028003",201.408633027341,52.6465212685973,522.870356936464
"20804",2040,"220710029001",376.069722327777,80.1974483606018,1169.68370601098
"20805",2040,"220710029002",155.106470287233,19.8596708793677,534.331183594316
"20806",2040,"220710029003",118.469744936847,10.5334440978521,506.611595347329
"20807",2040,"220710030001",196.879039514392,46.1054148746622,548.362652551093
"20808",2040,"220710030002",291.827699343662,82.6161466884665,743.705168431258
"20809",2040,"220710031001",176.902859882333,39.9132797968695,516.534907331639
"20810",2040,"220710031002",319.490563276062,90.5599318950691,818.423676443368
"20811",2040,"220710033011",1407.16362475082,830.227465974313,2360.55820065927
"20812",2040,"220710033012",451.145623056704,91.3172840237126,953.810064410693
"20813",2040,"220710033013",330.833232931562,65.5242530338214,969.475303869733
"20814",2040,"220710033021",379.57132457489,58.148759085831,1267.49253298511
"20815",2040,"220710033022",1051.55029028949,225.620681471238,3005.88206200807
"20816",2040,"220710033023",550.665396145604,230.387956992843,1145.55646599309
"20817",2040,"220710033024",409.931521580187,12.768292802371,1379.73581310935
"20818",2040,"220710033031",1132.40280609789,556.121576573582,1855.35742455612
"20819",2040,"220710033032",1315.29180957675,554.308983897092,2244.53982196931
"20820",2040,"220710033033",331.874291285451,65.9250435329984,980.303913330475
"20821",2040,"220710033041",1023.41336347366,50.5253969170643,2737.26668925973
"20822",2040,"220710033042",1164.75424027835,59.6098755155242,3411.35961525161
"20823",2040,"220710033071",224.719242872468,106.614666819351,417.471908326996
"20824",2040,"220710033072",322.577526668604,120.511889859402,672.385524885889
"20825",2040,"220710033081",258.233815258881,100.779335699249,595.859281575981
"20826",2040,"220710033082",515.474607856991,131.207159665357,1741.47819598173
"20827",2040,"220710033083",1455.1657271303,338.599068901422,2873.57586793401
"20828",2040,"220710033084",207.689116299261,57.9435955625172,524.080626432829
"20829",2040,"220710033085",272.545000547421,109.786517434036,543.496080320932
"20830",2040,"220710033086",100.495356113657,4.83791593607241,600.895068446832
"20831",2040,"220710034001",491.069746599355,133.779203558451,1203.36336559277
"20832",2040,"220710034002",510.061050902553,191.069034157526,1001.29750881828
"20833",2040,"220710035001",406.632927932214,124.353853682178,1006.25968563367
"20834",2040,"220710035002",198.165703826963,32.7976776166188,673.074461800307
"20835",2040,"220710035003",322.236398276818,119.843507050626,698.330249348316
"20836",2040,"220710036001",204.537467115046,86.326584050854,421.852523932961
"20837",2040,"220710036002",369.126279266171,96.5007268978442,867.679029174052
"20838",2040,"220710036003",416.738130518346,97.1344393052432,1229.90882140166
"20839",2040,"220710037011",1716.7923930587,668.634782089711,3001.03253843844
"20840",2040,"220710037012",511.139279769098,135.545449801641,1254.7510069294
"20841",2040,"220710037021",360.442449614538,167.718996351766,675.705192277187
"20842",2040,"220710037022",509.258292941749,139.171582075865,1281.57607014258
"20843",2040,"220710037023",476.791493839412,95.7127150166113,1483.27645571377
"20844",2040,"220710037024",367.560424761011,109.473294074682,914.032549749018
"20845",2040,"220710037025",483.31989088399,162.622777666426,970.352697982361
"20846",2040,"220710037026",889.274913906398,422.216107541652,1570.59106597732
"20847",2040,"220710038001",825.745421155663,386.045349888964,1524.18078106586
"20848",2040,"220710038002",850.260152791737,373.280174467225,1743.58102989066
"20849",2040,"220710039001",757.165264979171,410.879453627978,1203.05028392565
"20850",2040,"220710039002",704.258034069908,265.379420994552,1279.72318810769
"20851",2040,"220710040001",875.867050516404,380.954637521548,1625.88253723782
"20852",2040,"220710040002",395.58098396157,140.501338714448,905.707478285868
"20853",2040,"220710041001",1110.66987844993,618.13243077858,1775.12516682493
"20854",2040,"220710041002",577.926677606101,212.984024625819,1074.38539701093
"20855",2040,"220710044011",147.46217664411,18.3297465884831,511.571904470802
"20856",2040,"220710044012",150.097642646042,33.2860386577082,459.750078781089
"20857",2040,"220710044013",205.135311974968,70.322261131506,423.651945209843
"20858",2040,"220710044021",0.294922395257626,0,120.619754758665
"20859",2040,"220710044022",0,0,21.9550923027945
"20860",2040,"220710045001",242.485332089719,61.1866595779649,609.48965433602
"20861",2040,"220710045002",631.380511873494,224.198608581546,1473.27902225547
"20862",2040,"220710045003",1081.7369204681,384.17011328486,1984.24489362482
"20863",2040,"220710046001",711.894991184592,247.302937908466,1745.24341359118
"20864",2040,"220710046002",1888.61306063748,933.778759012214,3104.7368786679
"20865",2040,"220710046003",653.12680521248,178.21147537426,1476.97467999343
"20866",2040,"220710048001",445.706105364662,111.731664737063,1242.7564476807
"20867",2040,"220710049001",347.175204451041,66.9726179855771,890.445593761917
"20868",2040,"220710049002",568.666386873179,183.145661882673,1221.61278283234
"20869",2040,"220710049003",292.222437949621,33.2967018227664,1352.16349473589
"20870",2040,"220710049004",317.481242781321,28.5178807835043,1021.34120038447
"20871",2040,"220710050001",558.126001176873,113.016826057639,1222.57576019754
"20872",2040,"220710050002",598.810604984723,219.388693299767,1249.16630933064
"20873",2040,"220710054001",767.374376123539,355.311004554799,1306.28512500154
"20874",2040,"220710054002",538.3408405499,115.633940319851,1249.49340617622
"20875",2040,"220710054003",1659.24856387957,672.867101981895,2830.59833292025
"20876",2040,"220710055001",945.495376800239,316.916134477778,1881.40330450228
"20877",2040,"220710055002",930.181667785375,337.80578508918,1768.35461152311
"20878",2040,"220710055003",713.978047990648,225.269490804919,1528.6631199861
"20879",2040,"220710056011",469.397559792619,170.794286137231,1028.5912043379
"20880",2040,"220710056012",388.420330294625,104.838944394076,981.594248878856
"20881",2040,"220710056013",319.948868717199,76.7544177486273,797.925814813297
"20882",2040,"220710056014",419.199211906716,181.946435557215,808.480855366445
"20883",2040,"220710056021",740.39094440983,250.365907734071,1641.99942481626
"20884",2040,"220710056022",510.773046713486,208.606405164829,1015.01865188196
"20885",2040,"220710056023",658.144461159903,236.019504010816,1457.21378818715
"20886",2040,"220710056024",307.805991873045,80.029294956474,786.048207639384
"20887",2040,"220710056031",495.09101498075,200.324181665497,983.153930902218
"20888",2040,"220710056032",367.969732916497,82.6569881305824,1001.74165483803
"20889",2040,"220710056033",413.0536213237,80.8347855932331,1180.44396036153
"20890",2040,"220710056041",390.769421418301,98.8381206234859,1017.94097597158
"20891",2040,"220710056042",526.963428489358,115.717380223881,1433.02546805141
"20892",2040,"220710056043",356.521485364977,139.65977058344,704.017198970674
"20893",2040,"220710060001",4446.93041654501,2339.07233722219,7455.3937770002
"20894",2040,"220710063001",446.423770468891,70.5588087870594,1462.02652653653
"20895",2040,"220710063002",527.665672606362,115.843202629239,1417.20169443294
"20896",2040,"220710063003",527.431335508381,129.926537402088,1288.29802972362
"20897",2040,"220710064001",498.92169675473,83.050293877503,1429.80228915862
"20898",2040,"220710064002",631.583275344663,53.1485601250177,1895.17258358163
"20899",2040,"220710064003",508.055249730518,17.617587372528,1914.63494865291
"20900",2040,"220710064004",716.788937197167,257.068348744101,1688.52584191245
"20901",2040,"220710065001",594.864798112938,112.912061354976,1429.45597514291
"20902",2040,"220710065002",727.307473011426,291.388689276398,1372.16394019498
"20903",2040,"220710065003",628.088351282337,97.8366566590607,2053.28705497826
"20904",2040,"220710069001",54.9892558785487,9.30982192498742,226.273989462798
"20905",2040,"220710069002",7.2925574899772,0.00780717374379913,58.4883246409343
"20906",2040,"220710069003",140.580286819806,32.2261198053181,441.898524633833
"20907",2040,"220710070001",900.700491846405,507.602094353332,2311.22704895428
"20908",2040,"220710070002",2126.3124232995,352.747276470582,8606.26882097721
"20909",2040,"220710071011",1082.04330686693,312.77956644216,2089.27054091237
"20910",2040,"220710071012",2318.95427190521,620.627169279027,4763.34785040586
"20911",2040,"220710072001",1755.79958072133,562.315878944369,4323.82402155459
"20912",2040,"220710072002",142.917410234152,53.1663488588374,310.537760612853
"20913",2040,"220710072003",238.782646332477,83.0323493136673,545.657261083029
"20914",2040,"220710075011",535.031663355136,144.59474816735,1418.11540297036
"20915",2040,"220710075012",154.675742013918,34.6919295511202,439.215724585975
"20916",2040,"220710075013",179.879303845538,58.2784253710438,403.680437056648
"20917",2040,"220710075014",242.164419140729,113.64300743302,455.789426965117
"20918",2040,"220710075015",57.674080977624,14.8844680077632,162.325037498118
"20919",2040,"220710075021",293.889563003969,93.424769116655,721.680827475538
"20920",2040,"220710075022",160.415317472053,29.3140003782199,492.689929604711
"20921",2040,"220710075023",192.331920752463,68.1301413857476,426.594173342224
"20922",2040,"220710075024",184.791981561035,54.5191659691551,502.778337196663
"20923",2040,"220710075025",618.026725030914,199.80354696364,1483.05263815958
"20924",2040,"220710076041",1088.84820403158,357.234983332093,2374.00804021473
"20925",2040,"220710076042",635.919171007785,275.443544201621,1236.2279029383
"20926",2040,"220710076051",397.166413861889,137.217632313679,966.540261766442
"20927",2040,"220710076052",429.273449390011,154.153496262975,877.306237242625
"20928",2040,"220710076061",1447.72750051623,550.606097692028,3011.91097196799
"20929",2040,"220710076062",723.375190415612,313.70416400349,1454.57122201506
"20930",2040,"220710076063",1538.28042102562,580.903835479839,3088.06964274556
"20931",2040,"220710077001",2651.45552053303,1695.84529883337,3686.69264391404
"20932",2040,"220710077002",2981.02657955915,1091.92081563364,5292.33197389923
"20933",2040,"220710078001",1898.74441719103,1244.79725945878,2744.98852221756
"20934",2040,"220710082001",1273.66599389665,579.529888204523,2166.58420970583
"20935",2040,"220710082002",1233.82652996876,627.756127963659,2122.27302288236
"20936",2040,"220710083001",518.145215550356,146.62973448665,1023.61531452086
"20937",2040,"220710083002",604.979546056149,113.623478199985,1459.62658849167
"20938",2040,"220710084001",486.52778937103,169.170747427538,1176.14747435101
"20939",2040,"220710084002",390.646781608259,152.915731657844,897.466531807777
"20940",2040,"220710085001",453.608336269049,158.928387755802,1027.21758856078
"20941",2040,"220710085002",258.934182910247,51.2030410693642,865.915569350773
"20942",2040,"220710086001",158.819596113199,37.6305677042554,378.377116187102
"20943",2040,"220710086002",259.1856299369,103.840461308565,555.448026899971
"20944",2040,"220710088001",1138.44711686692,505.247902301563,1976.2495846257
"20945",2040,"220710088002",1209.40111108323,618.675198299501,2047.37969374447
"20946",2040,"220710090001",583.083735278675,225.846887706504,1053.21980725326
"20947",2040,"220710090002",652.541466269567,256.474549422553,1231.96756187338
"20948",2040,"220710090003",909.833179096101,436.656738165622,1486.08569776018
"20949",2040,"220710091001",672.115147421473,303.896352631655,1193.31958677537
"20950",2040,"220710091002",683.455770418782,232.155342826854,1468.78238286347
"20951",2040,"220710091003",168.491549573554,36.4818082475674,539.558078062103
"20952",2040,"220710091004",484.854142377371,249.555726369008,799.498571445722
"20953",2040,"220710092001",99.8560751096923,31.8189513374082,224.231103905467
"20954",2040,"220710092002",281.362592077055,100.175905288508,634.64142904178
"20955",2040,"220710092003",130.766634201201,12.0620451461351,547.406666334968
"20956",2040,"220710094001",70.8013812899554,10.7216013161365,257.340705417742
"20957",2040,"220710094002",49.4603031848587,6.27223952105547,187.465504056734
"20958",2040,"220710094003",66.553248415377,16.1327101575868,203.344973702846
"20959",2040,"220710094004",146.051479225649,51.0134910976496,324.214290055055
"20960",2040,"220710096001",646.772384875363,342.061683846621,1118.01936999346
"20961",2040,"220710096002",682.995302497516,251.294684452391,1389.69440006808
"20962",2040,"220710096003",379.232986839692,92.766139304835,778.502742311878
"20963",2040,"220710097001",795.363488391916,452.635552246692,1246.12324745358
"20964",2040,"220710097002",615.210407718126,100.694719469829,1536.80380683378
"20965",2040,"220710099001",2396.37093709932,1165.56302699624,4023.92145636694
"20966",2040,"220710099002",1049.45185649152,618.056518294721,1566.89689630419
"20967",2040,"220710099003",1365.68260740928,656.630035749563,2296.09716109964
"20968",2040,"220710100001",157.681789470002,32.966986116406,439.64418923608
"20969",2040,"220710100002",255.842878844976,97.752887719938,500.405041111374
"20970",2040,"220710100003",676.537003416353,271.941412491893,1284.50253855674
"20971",2040,"220710100004",133.385120139167,25.8335485414064,394.21052034543
"20972",2040,"220710101001",918.182374629094,372.711629214105,1715.69601837937
"20973",2040,"220710101002",1125.6345796891,602.002896671309,1886.69742976915
"20974",2040,"220710102001",120.193945289618,55.1684100503226,270.446536248206
"20975",2040,"220710102002",187.266164848055,41.4522208278103,544.476542193561
"20976",2040,"220710102003",190.19874087522,26.6113354461096,592.421816386935
"20977",2040,"220710102004",351.661119896333,105.090852344974,745.643356726904
"20978",2040,"220710102005",244.440413532499,55.7991550266634,658.400303374943
"20979",2040,"220710103001",325.302103049807,96.4436707589792,779.693062120009
"20980",2040,"220710103002",423.097056336943,138.246296471578,903.176753240229
"20981",2040,"220710103003",381.931099496028,117.455308044759,882.058197034727
"20982",2040,"220710103004",194.13084984888,48.2865376646903,508.498356305654
"20983",2040,"220710106001",921.472846138865,419.791932135634,1568.34031714502
"20984",2040,"220710106002",697.832192889661,368.363272124444,1137.03936368819
"20985",2040,"220710107001",1162.07835895907,726.178800641992,1819.91599122175
"20986",2040,"220710107002",1483.82363761748,895.619079326956,2183.14250559136
"20987",2040,"220710108001",463.132347255825,220.512496206279,855.66608098511
"20988",2040,"220710108002",1171.40324509729,597.97972016579,1997.76968709167
"20989",2040,"220710109001",383.805359855197,138.717882941094,795.457773921766
"20990",2040,"220710109002",985.354952577088,375.984073764301,2053.78780684967
"20991",2040,"220710109003",1087.36777505531,418.046000744188,2093.00613929005
"20992",2040,"220710109004",629.744756289984,281.961748910182,1242.64659752814
"20993",2040,"220710111001",518.7516060606,190.185582562449,1287.2365021916
"20994",2040,"220710111002",615.962346589865,309.893264776942,1075.40660031021
"20995",2040,"220710111003",561.186459850102,229.981716944414,1139.08251587549
"20996",2040,"220710112001",706.997739317683,114.537615569461,1751.00555519093
"20997",2040,"220710112002",716.764506201456,218.047739235854,1493.14894790776
"20998",2040,"220710114001",1043.12244520581,585.104673928927,1632.62362911254
"20999",2040,"220710114002",1094.82994234981,467.175868362623,1895.95731678416
"21000",2040,"220710115001",671.378914920655,206.992700383348,1419.16855126591
"21001",2040,"220710115002",913.17911317868,413.194400371163,1573.91846248855
"21002",2040,"220710116001",740.195221087184,336.459862222674,1322.07949505897
"21003",2040,"220710116002",794.309221038408,419.878961732028,1251.8986288122
"21004",2040,"220710117001",942.660599239166,426.95288182988,1605.01491325914
"21005",2040,"220710117002",583.812336926029,250.016042766594,1105.28476670479
"21006",2040,"220710117003",645.87160190709,330.736407432473,1157.81618955201
"21007",2040,"220710117004",1010.13596413718,544.379984986255,1687.95931805653
"21008",2040,"220710119001",702.181447831338,270.640786920671,1277.05214580159
"21009",2040,"220710119002",1028.41080773889,422.6256595441,1865.17138371515
"21010",2040,"220710119003",809.965664574605,357.240502741952,1388.2602995705
"21011",2040,"220710120001",1096.22399720243,503.459680031331,1841.58190498916
"21012",2040,"220710120002",816.931482369444,270.638647126786,1928.76577659112
"21013",2040,"220710121011",1364.95768176602,425.400691421103,2691.26050968124
"21014",2040,"220710121012",3831.55225145935,1028.63330729281,7585.84747426781
"21015",2040,"220710121021",5838.45334788162,1848.98582378897,10594.6910555386
"21016",2040,"220710121022",1391.91254796619,677.025014924595,2662.26484409755
"21017",2040,"220710121023",1398.39567162529,689.832488586455,2324.41004675794
"21018",2040,"220710122001",1461.61856496488,625.973793049403,3172.56598901371
"21019",2040,"220710122002",1158.5038357503,513.215807998285,2150.95622087831
"21020",2040,"220710123001",490.335457395409,151.513598236052,995.718094791256
"21021",2040,"220710123002",722.03944687559,241.391532380746,1576.95810324222
"21022",2040,"220710123003",1044.87687365214,333.343055465184,1979.00990806021
"21023",2040,"220710124001",661.641316704989,150.796119768934,1556.24858748536
"21024",2040,"220710124002",1053.25215517076,362.970177771436,2110.1405119293
"21025",2040,"220710125001",730.533042652798,208.706022166819,1628.61006466599
"21026",2040,"220710125002",1734.28215596595,905.109522599605,2699.48345870709
"21027",2040,"220710126001",864.555041605985,363.754914210555,1616.8822312619
"21028",2040,"220710126002",1124.42243358964,628.299244239233,1760.30505882946
"21029",2040,"220710126003",944.146854550632,416.199253208086,1660.49703369099
"21030",2040,"220710127001",765.999894619434,290.12695910428,1394.73276054193
"21031",2040,"220710127002",668.614590893203,231.265097765639,1340.09719070959
"21032",2040,"220710127003",894.615686677171,382.36405330154,1542.89832953455
"21033",2040,"220710127004",514.31795747019,169.253781156668,1130.05581497664
"21034",2040,"220710128001",736.36942707032,272.153602823271,2064.27685489656
"21035",2040,"220710128002",710.859127781334,242.107891166378,1465.75148281362
"21036",2040,"220710128003",1092.13030428181,419.851389075721,2064.71726536868
"21037",2040,"220710129001",1093.83369251641,580.342672018897,1911.3539068333
"21038",2040,"220710129002",613.585193744424,217.320448610893,1178.24708178518
"21039",2040,"220710130001",398.660469019594,152.269513211788,789.03601863195
"21040",2040,"220710130002",496.902745754243,163.876034172276,1184.33496528138
"21041",2040,"220710130003",389.323434120553,165.632830115017,778.735600564548
"21042",2040,"220710131001",220.187924094083,69.340982886195,507.231826742803
"21043",2040,"220710131002",212.919325740473,66.2310221919515,493.575032378779
"21044",2040,"220710131003",183.845211799038,54.625760915174,448.721700600706
"21045",2040,"220710131004",111.125222142653,37.5898546233103,245.781136062245
"21046",2040,"220710132001",364.207171700852,111.461684530321,896.781364143991
"21047",2040,"220710132002",741.897479553799,148.771990781425,2887.68446173212
"21048",2040,"220710132003",554.770201304147,196.43160835805,1248.71014108077
"21049",2040,"220710132004",422.272293857727,61.3083663528434,1209.87744978258
"21050",2040,"220710133011",1001.68621158572,486.558873674278,1611.55749148415
"21051",2040,"220710133012",1382.87332910897,637.584258207842,2558.23299970569
"21052",2040,"220710133013",733.300209447031,302.268321180673,1239.85143231207
"21053",2040,"220710133014",784.382874114741,323.647555678701,1509.71910407298
"21054",2040,"220710133021",2874.44024252005,908.727251128959,6581.99157616577
"21055",2040,"220710133022",793.673761300025,456.670396594403,1233.59457190386
"21056",2040,"220710134001",787.720490856073,325.971241246541,1487.37255764315
"21057",2040,"220710134002",1047.27053103866,330.448442334126,2814.43564918703
"21058",2040,"220710134003",3002.27851010876,1518.85965819114,4701.58535059323
"21059",2040,"220710135001",851.704951597804,432.601860156889,1374.80797796764
"21060",2040,"220710135002",579.868306168241,186.299879255418,1146.54826996138
"21061",2040,"220710135003",752.013453744112,292.196600873357,1472.83838894282
"21062",2040,"220710135004",935.086199806863,339.357841667138,1738.06540759126
"21063",2040,"220710136001",562.359218515057,187.219917946968,1186.19143154276
"21064",2040,"220710136002",352.286981778772,49.8624918080886,1202.01536693027
"21065",2040,"220710137001",0,0,19.1282575675117
"21066",2040,"220710137002",61.6822275511004,2.90798822584087,260.342718788086
"21067",2040,"220710137003",285.051871295294,2.51485232243209,2436.94642078017
"21068",2040,"220710137004",207.052518770048,20.778626291655,809.605871810973
"21069",2040,"220710138001",24.8755152752451,3.07819378763414,176.540632850209
"21070",2040,"220710138002",39.4849488901725,3.93628280201502,161.878102165058
"21071",2040,"220710138003",123.851235940419,48.5670368371939,344.720960947548
"21072",2040,"220710139001",1630.34027301688,815.492837645249,2674.25128643417
"21073",2040,"220710139002",738.094954245032,307.681232263019,1277.58840914849
"21074",2040,"220710140001",75.1140141580232,19.7796693954472,201.780065264973
"21075",2040,"220710140002",159.258689857408,38.9434273642461,460.853679124674
"21076",2040,"220710140003",355.47910743918,163.28717557452,617.241852686866
"21077",2040,"220710140004",13.5341614726455,4.87040024399107,44.3294872298227
"21078",2040,"220710141001",658.115793376485,239.166505103785,1379.75589892173
"21079",2040,"220710141002",175.348285763587,30.6101664438231,434.311054594277
"21080",2040,"220710141003",708.051716147824,212.466721603641,1338.71062465876
"21081",2040,"220710142001",389.559218206607,83.3498624154966,878.229587610729
"21082",2040,"220710142002",1120.95463766901,554.810324459674,1937.21414461217
"21083",2040,"220710142003",483.288199670123,101.973114301701,1037.67172302838
"21084",2040,"220710143001",8.48826408664356,1.60427295183887,38.2263309766656
"21085",2040,"220710143002",0.381239319308549,0.000670535775781906,7.58348340046456
"21086",2040,"220710143003",473.173437214324,165.008366453441,1042.07133630609
